Date,Timestamp,Open,High,Low,Close,Volume
20161018,12:00:00,1.22465,1.22987,1.22315,1.22896,20876.5598926544
20161018,13:00:00,1.22898,1.2304,1.22495,1.22794,44366.8896925449
20161018,14:00:00,1.22794,1.22817,1.22558,1.22567,31036.2598286867
20161018,15:00:00,1.22565,1.22946,1.2256,1.22658,35362.7298018932
20161018,16:00:00,1.22658,1.231,1.22658,1.22908,30929.6098406315
20161018,17:00:00,1.22908,1.23171,1.22839,1.23004,23607.7998771667
20161018,18:00:00,1.23013,1.23249,1.22924,1.23083,24823.4498794079
20161018,19:00:00,1.23083,1.23117,1.22871,1.22922,14499.4799516201
20161018,20:00:00,1.22923,1.23097,1.2292,1.23008,11791.8299411535
20161018,21:00:00,1.23008,1.23032,1.22899,1.22926,11056.1399563551
20161018,22:00:00,1.22926,1.22974,1.22879,1.22934,13210.0599445105
20161018,23:00:00,1.22925,1.22979,1.22884,1.22964,9954.33997824788
20161019,00:00:00,1.22933,1.23037,1.2291,1.23021,4040.18999438733
20161019,01:00:00,1.23018,1.23037,1.22922,1.22971,7470.72999340296
20161019,02:00:00,1.22972,1.23034,1.22922,1.23005,10329.2399846315
20161019,03:00:00,1.23007,1.23147,1.2286,1.2294,12480.0499736071
20161019,04:00:00,1.2294,1.23017,1.22857,1.22975,14749.6599538326
20161019,05:00:00,1.22975,1.23045,1.22858,1.22865,10809.8499693871
20161019,06:00:00,1.22865,1.22936,1.22856,1.22877,8577.25999367237
20161019,07:00:00,1.22877,1.22911,1.22756,1.22789,7844.52997493744
20161019,08:00:00,1.22789,1.22804,1.22704,1.22772,10468.0099343061
20161019,09:00:00,1.22772,1.22781,1.22565,1.22687,23742.3098583668
20161019,10:00:00,1.22687,1.22879,1.22651,1.22849,22565.1598687172
20161019,11:00:00,1.22849,1.23297,1.22768,1.23195,27678.8698276281
20161019,12:00:00,1.23194,1.23311,1.22723,1.22918,23738.9098979235
20161019,13:00:00,1.22919,1.231,1.22827,1.23011,23176.6498733759
