Profit,Trades,Profit Factor,Expected Payoff,DD %,LAP0100,BrkOutPip0100,ChanFactor0100,AnalysisMin0100,HourEnd0100
38.74,65,2.74,0.6,0.0499,80,20,20,1020,10
40.36,58,4.34,0.7,0.052,180,20,180,1320,15
40.5,65,3.27,0.62,0.0522,200,180,20,1020,23
40.25,58,4.4,0.69,0.0519,160,160,40,840,9
40.25,58,4.4,0.69,0.0519,160,160,40,840,8
39.48,71,2.87,0.56,0.051,140,100,100,1440,20
40.64,57,4.38,0.71,0.0525,160,100,40,600,4
51.06,115,2.1,0.44,0.0661,60,100,180,1260,19
40.01,58,4.18,0.69,0.0518,120,100,180,1140,6
39.32,63,3.49,0.62,0.051,200,80,140,420,7
39.61,68,2.69,0.58,0.0514,60,40,40,720,9
39.61,68,2.69,0.58,0.0514,60,80,20,720,9
52.93,88,2.28,0.6,0.0688,140,40,40,840,21
38.84,83,2.16,0.47,0.0505,100,120,40,1380,17
54.82,110,1.89,0.5,0.0713,20,120,20,1020,11
43.21,78,2.44,0.55,0.0562,140,20,160,240,5
39.24,63,3.42,0.62,0.0511,180,100,120,660,13
39.85,59,3.9,0.68,0.0519,160,160,20,720,7
39.74,60,3.94,0.66,0.0518,200,80,140,420,5
41.79,78,2.27,0.54,0.0545,20,40,20,1020,7
41.4,84,2.41,0.49,0.054,80,80,140,360,6
48.2,89,2.92,0.54,0.063,40,100,80,420,5
38.55,65,3,0.59,0.0504,60,180,140,1260,6
52.24,76,4.08,0.69,0.0683,20,200,200,1320,5
49.71,109,1.93,0.46,0.065,20,180,20,1200,11
41.43,77,2.22,0.54,0.0542,20,40,40,1200,5
51.81,84,2.61,0.62,0.0678,20,20,180,720,5
45.59,72,3.26,0.63,0.0597,80,200,140,420,6
47.04,137,1.86,0.34,0.0616,20,100,80,1140,13
41.67,111,1.88,0.38,0.0546,80,120,100,420,11
38.43,68,2.77,0.57,0.0504,80,60,80,300,3
48.23,67,3.33,0.72,0.0634,100,20,100,1440,12
42.6,75,2.83,0.57,0.056,140,140,100,1260,23
38.86,57,4.43,0.68,0.0512,20,20,40,1020,2
38.02,72,2.26,0.53,0.0502,40,40,40,600,5
47.84,68,3.2,0.7,0.0632,120,80,20,1020,14
57.74,81,3.08,0.71,0.0763,80,140,20,720,12
42.84,70,2.87,0.61,0.0567,120,40,60,1140,15
40.03,70,2.59,0.57,0.053,40,160,20,1440,6
47.35,72,2.83,0.66,0.0627,120,80,20,1020,16
47.65,80,2.33,0.6,0.0631,20,40,40,1080,8
45.72,65,3.41,0.7,0.0606,160,200,20,1440,20
47.12,93,2.47,0.51,0.0625,140,160,80,720,20
61.27,140,2.01,0.44,0.0813,60,180,140,720,18
48.98,57,5.07,0.86,0.065,160,40,40,780,6
40.45,71,2.85,0.57,0.0537,160,100,160,1200,23
38.56,61,3.61,0.63,0.0512,100,180,40,1020,7
39.46,58,4.04,0.68,0.0524,180,120,40,1380,15
37.86,67,2.9,0.57,0.0503,160,60,180,1140,19
38.5,57,4.29,0.68,0.0513,160,20,20,1320,11
38.5,57,4.29,0.68,0.0513,160,20,20,1320,9
38.5,57,4.29,0.68,0.0513,160,20,20,1260,8
38.5,57,4.29,0.68,0.0513,160,20,20,1320,10
47.25,80,2.3,0.59,0.063,20,40,40,1020,8
44.62,82,2.26,0.54,0.0595,40,20,180,480,8
42.07,79,2.17,0.53,0.0561,20,20,80,840,5
55.41,133,2,0.42,0.0739,60,120,140,840,20
41.94,73,2.92,0.57,0.056,60,200,80,600,9
50.29,77,2.61,0.65,0.0672,20,100,20,1200,5
39.18,69,2.51,0.57,0.0524,20,20,20,1260,4
41.26,59,3.83,0.7,0.0553,140,200,140,1320,8
39.58,60,3.61,0.66,0.0532,200,40,40,780,17
38.24,57,4.2,0.67,0.0514,20,20,20,1020,2
38.46,62,3.59,0.62,0.0517,160,120,60,480,7
38.41,62,3.19,0.62,0.0517,100,40,80,780,7
38.18,57,4.18,0.67,0.0514,200,20,20,1320,8
38.18,57,4.18,0.67,0.0514,200,20,20,1320,10
38.18,57,4.18,0.67,0.0514,200,20,20,1320,9
38.18,57,4.18,0.67,0.0514,200,20,20,1320,11
38.02,57,4.12,0.67,0.0512,160,20,40,1320,9
38.02,57,4.12,0.67,0.0512,160,40,20,1320,8
38.02,57,4.12,0.67,0.0512,160,20,40,1260,8
38.02,57,4.12,0.67,0.0512,160,20,40,1320,8
38.02,57,4.12,0.67,0.0512,160,40,20,1320,9
38.02,57,4.12,0.67,0.0512,160,40,20,1320,11
44.75,66,3.76,0.68,0.0603,80,200,180,540,5
38.77,57,4.03,0.68,0.0523,160,120,120,660,4
40.64,77,2.2,0.53,0.0549,20,40,40,1260,6
38.92,59,3.87,0.66,0.0526,180,20,180,1320,16
51.35,77,2.66,0.67,0.0694,140,40,20,1140,23
37.54,65,2.83,0.58,0.0508,100,160,120,960,10
37.67,70,2.79,0.54,0.051,40,80,120,1380,6
45.83,77,2.39,0.6,0.0622,20,40,40,1020,5
37.28,66,2.7,0.56,0.0506,80,40,20,840,9
44.48,64,3.88,0.69,0.0604,120,20,200,1080,11
39.03,61,3.41,0.64,0.053,140,180,100,960,11
40.1,59,4.11,0.68,0.0545,160,160,60,900,13
39.02,60,3.63,0.65,0.0531,180,20,80,1200,16
37.77,71,2.31,0.53,0.0514,40,40,40,1320,9
44.08,82,2.21,0.54,0.06,20,20,40,1020,9
41.28,68,3.21,0.61,0.0562,100,200,60,1440,13
37.53,57,3.96,0.66,0.0512,160,40,20,1200,10
37.53,57,3.96,0.66,0.0512,160,20,40,1020,9
37.53,57,3.96,0.66,0.0512,160,40,20,1020,8
37.53,57,3.96,0.66,0.0512,160,20,40,1020,6
37.53,57,3.96,0.66,0.0512,160,40,20,1200,8
65.85,127,2.33,0.52,0.0899,120,200,200,180,9
38.3,61,3.59,0.63,0.0523,60,60,140,420,3
51.69,113,2.28,0.46,0.0706,100,200,60,480,15
44.04,66,3.72,0.67,0.0603,100,180,200,840,10
36.32,62,2.95,0.59,0.0498,60,200,120,1380,5
43.93,75,2.87,0.59,0.0603,140,120,200,1140,20
42.13,74,2.58,0.57,0.058,140,80,40,1080,19
56.94,145,1.84,0.39,0.0784,60,120,200,720,20
36.82,65,2.71,0.57,0.0507,80,20,40,1140,10
38.24,59,3.76,0.65,0.0527,160,60,120,900,11
40.26,79,2.53,0.51,0.0555,60,200,60,840,11
58.86,73,7.55,0.81,0.0812,100,160,200,360,5
43.47,69,2.95,0.63,0.06,120,40,60,1200,15
60.17,102,2.19,0.59,0.0831,80,140,20,1020,18
40.95,103,1.92,0.4,0.0566,100,80,200,240,6
50.93,77,2.63,0.66,0.0705,20,100,20,1440,7
43.25,75,2.42,0.58,0.06,60,120,20,1200,11
39.85,59,3.73,0.68,0.0553,140,200,140,1380,9
38.47,62,3.25,0.62,0.0534,180,20,40,600,10
37.73,122,1.78,0.31,0.0524,60,60,120,1200,21
38.39,123,1.72,0.31,0.0534,60,120,80,1140,20
43.41,67,3,0.65,0.0604,100,20,60,1320,12
49.23,94,2.05,0.52,0.0685,20,20,100,1080,10
37.85,69,2.74,0.55,0.0527,140,160,80,1440,18
37.2,67,3.06,0.56,0.0518,100,160,40,780,11
47.39,81,2.17,0.59,0.066,20,20,20,1440,9
36.54,67,2.61,0.55,0.0509,80,20,40,780,10
39.69,59,3.72,0.67,0.0553,140,200,140,1020,9
37.89,75,2.17,0.51,0.0528,40,20,80,1320,10
36.79,68,2.46,0.54,0.0513,40,40,40,1320,5
56.88,132,2.04,0.43,0.0795,160,160,120,420,18
39.28,105,1.98,0.37,0.055,60,60,140,1320,16
36.53,63,2.9,0.58,0.0512,60,180,140,1260,5
40.07,78,2.2,0.51,0.0562,20,60,20,960,7
36.77,69,2.81,0.53,0.0516,180,200,40,600,14
46.76,68,3.87,0.69,0.0657,80,200,180,480,5
39.3,71,2.8,0.55,0.0553,100,160,80,300,4
36.43,57,3.65,0.64,0.0513,160,20,20,1020,7
37.11,70,2.33,0.53,0.0524,20,20,20,1200,4
56.21,112,2.32,0.5,0.0794,40,200,140,1440,14
40.24,88,2.05,0.46,0.0569,120,120,40,780,17
43.56,147,1.7,0.3,0.0616,20,100,80,1140,14
36.61,87,2.23,0.42,0.0518,100,160,40,1080,17
46.08,73,3.56,0.63,0.0652,100,80,140,360,5
39.34,64,3.31,0.61,0.0557,180,200,40,1260,20
36.43,58,3.65,0.63,0.0516,160,20,40,1020,13
40.52,73,2.72,0.56,0.0574,140,120,120,1260,20
39.57,67,2.96,0.59,0.0561,60,140,200,1260,9
42.46,70,3.38,0.61,0.0602,140,40,180,540,11
39.91,71,3.05,0.56,0.0566,140,40,160,1260,18
36.5,70,2.56,0.52,0.0518,40,80,180,1440,6
59.74,116,2.4,0.52,0.0849,40,200,140,1020,14
36.86,74,2.56,0.5,0.0524,140,100,80,780,16
59.72,116,2.4,0.51,0.0849,40,200,140,960,14
42.72,81,2.09,0.53,0.0608,20,20,20,1320,9
46.77,100,2.41,0.47,0.0666,140,40,200,180,7
48.65,67,4.87,0.73,0.0693,80,180,100,660,10
47.76,130,1.96,0.37,0.0681,20,100,80,1140,12
41,75,2.87,0.55,0.0585,200,200,40,660,20
44.01,69,2.77,0.64,0.0628,100,20,100,1020,13
48.5,71,4,0.68,0.0693,40,180,200,1080,8
48.5,71,4,0.68,0.0693,40,180,200,1080,9
53.01,113,2.2,0.47,0.0758,80,180,100,840,19
54.64,78,4.37,0.7,0.0783,60,200,180,420,6
44.7,89,2.17,0.5,0.0641,200,200,20,120,5
36.43,71,2.31,0.51,0.0523,40,100,20,1260,8
47.34,77,2.55,0.61,0.068,20,20,100,1260,7
37.31,73,2.65,0.51,0.0537,200,40,180,480,14
39.04,77,2.14,0.51,0.0562,20,20,20,1440,7
36.76,60,3.2,0.61,0.053,180,160,120,840,16
38.41,65,2.88,0.59,0.0555,200,40,40,780,20
47.66,71,3.88,0.67,0.069,60,100,180,780,10
47.31,80,3.16,0.59,0.0686,140,160,80,300,9
55.86,94,2.15,0.59,0.0811,120,20,60,480,14
64.04,107,2.92,0.6,0.0932,120,200,200,180,7
36.94,69,2.82,0.54,0.0538,120,40,200,1200,15
40.11,79,2.18,0.51,0.0585,120,80,20,1380,22
36.19,75,2.24,0.48,0.0528,40,80,60,1380,10
37.85,58,3.59,0.65,0.0553,140,200,140,960,7
44.2,94,1.88,0.47,0.0646,20,20,80,1320,10
38.83,88,1.89,0.44,0.0568,40,80,20,1200,11
47.56,70,3.94,0.68,0.0696,40,180,200,1440,6
42.59,84,2.17,0.51,0.0624,20,160,20,780,7
47.56,70,3.94,0.68,0.0698,40,180,200,1080,6
39.73,86,2.06,0.46,0.0585,100,180,20,1200,17
39.23,75,2.59,0.52,0.0578,200,180,60,660,20
41.46,79,2.6,0.52,0.0615,60,100,140,840,11
36.07,62,3.14,0.58,0.0536,80,80,120,240,2
41.64,94,2.1,0.44,0.0619,60,100,180,1440,15
41.16,103,1.91,0.4,0.0612,100,100,180,240,6
40.01,60,3.83,0.67,0.0597,180,160,80,720,12
45.03,82,2.45,0.55,0.0672,120,200,20,300,8
42.95,60,3.85,0.72,0.0641,160,20,100,600,9
36.44,75,2.04,0.49,0.0545,40,20,20,1320,10
45.97,144,1.81,0.32,0.0688,60,140,40,780,23
62.11,105,2.86,0.59,0.0932,120,200,200,180,6
43.04,68,3.26,0.63,0.0647,140,180,140,720,14
49.16,73,3.88,0.67,0.0739,60,100,200,720,10
47.48,76,2.59,0.62,0.0715,20,120,20,1380,5
44.61,78,2.6,0.57,0.0672,120,200,20,300,6
41.12,61,3.66,0.67,0.062,140,180,180,1260,13
44.5,88,2.08,0.51,0.0671,140,140,20,840,23
45.27,64,4.53,0.71,0.0683,200,120,160,1200,23
47.57,95,2.31,0.5,0.0718,80,40,120,1440,18
46.57,69,3.88,0.67,0.0703,40,180,200,1080,5
42.78,65,3.1,0.66,0.0646,180,40,40,420,9
48.3,71,3.84,0.68,0.073,140,200,200,1440,20
35.32,67,2.58,0.53,0.0535,180,80,20,1200,23
42.6,76,2.52,0.56,0.0647,140,20,160,1200,21
40.82,61,3.64,0.67,0.062,140,180,180,1380,14
64.69,122,2.55,0.53,0.0983,100,160,120,540,17
47.76,78,2.5,0.61,0.0726,20,120,20,1200,7
37.62,58,3.54,0.65,0.0572,140,180,160,1020,7
47.26,110,2.07,0.43,0.0719,20,200,80,1020,11
43.82,92,2.27,0.48,0.0667,140,100,140,720,18
34.49,71,2.29,0.49,0.0525,40,20,40,1320,9
34.49,71,2.29,0.49,0.0525,40,40,20,1320,8
33.5,63,2.55,0.53,0.051,100,100,200,720,7
39.25,113,1.92,0.35,0.0598,60,180,40,1380,18
34.6,59,3.22,0.59,0.0528,20,20,20,540,2
35.7,66,2.62,0.54,0.0545,180,80,60,720,17
43.61,78,2.52,0.56,0.0669,140,200,20,960,22
55.43,122,2.15,0.45,0.0852,60,100,180,780,16
47.78,82,3.31,0.58,0.0735,140,40,180,360,10
42.33,74,2.75,0.57,0.0655,60,140,180,480,7
33.77,59,3.06,0.57,0.0524,180,80,20,720,10
37.92,75,2.46,0.51,0.0589,200,100,120,660,20
34.57,71,2.23,0.49,0.0537,40,40,20,1200,8
33.41,68,2.34,0.49,0.052,80,40,20,1200,11
50.91,114,2.06,0.45,0.0794,40,200,140,1320,14
40.3,77,2.43,0.52,0.0629,120,20,180,1380,20
43.42,86,2.09,0.5,0.0679,20,160,20,780,8
33.38,61,2.98,0.55,0.0522,40,20,20,1020,3
34.21,66,2.82,0.52,0.0535,20,60,100,420,2
39.9,75,2.58,0.53,0.0624,60,100,200,1200,11
39.83,83,2.06,0.48,0.0623,120,60,20,960,20
42.29,76,2.63,0.56,0.0663,180,200,140,480,14
34.8,82,2.07,0.42,0.0546,100,160,80,720,14
35.79,75,2.36,0.48,0.0562,20,180,60,480,3
34.66,70,2.42,0.5,0.0545,40,160,80,1440,7
36.43,64,2.8,0.57,0.0573,60,200,140,1140,5
43.85,65,3.91,0.67,0.069,160,180,160,480,9
33.49,71,2.07,0.47,0.0527,40,20,20,1320,8
33.49,71,2.07,0.47,0.0527,40,20,20,1320,9
51.83,119,2.02,0.44,0.0816,60,180,140,1020,18
36.97,77,2.15,0.48,0.0583,120,40,40,1320,18
37.12,70,2.46,0.53,0.0586,200,40,40,780,22
41,101,1.87,0.41,0.0648,40,20,180,1020,12
43.43,93,2.3,0.47,0.0687,60,200,60,840,13
33.94,67,2.42,0.51,0.0537,200,80,180,480,11
44.33,78,2.3,0.57,0.0702,120,60,20,420,10
45.9,113,1.93,0.41,0.0727,60,100,180,780,15
51.06,93,1.99,0.55,0.0811,120,80,20,840,20
46.47,77,3.13,0.6,0.0739,140,100,160,960,20
32.85,67,2.23,0.49,0.0523,80,20,20,1440,11
34.68,65,2.41,0.53,0.0553,180,20,20,1440,23
34.16,64,2.73,0.53,0.0546,180,20,80,1200,19
37.65,58,3.58,0.65,0.0602,120,200,140,1080,6
38.84,59,3.52,0.66,0.0623,140,160,200,1020,10
66.87,150,2,0.45,0.1078,80,200,180,420,14
50.85,89,2.36,0.57,0.0821,20,20,180,720,9
58.59,113,2.44,0.52,0.0946,60,180,140,1260,18
42.82,85,2.4,0.5,0.0692,20,180,100,660,5
53.25,109,2.25,0.49,0.0862,40,200,140,960,13
61.15,138,2.1,0.44,0.099,60,100,180,780,19
38.69,75,2.37,0.52,0.0627,200,60,60,480,15
33.93,75,2.13,0.45,0.0551,100,20,40,780,13
38.76,60,3.54,0.65,0.0631,20,20,100,480,2
43.42,78,2.85,0.56,0.0707,160,120,100,420,11
34.36,64,2.48,0.54,0.056,180,20,20,1200,19
37.25,73,2.66,0.51,0.0611,180,80,100,420,11
44.23,78,2.76,0.57,0.0727,80,200,100,1080,14
50.38,73,3.96,0.69,0.0829,100,200,200,1080,14
33.99,74,2.35,0.46,0.056,180,200,40,360,10
46.75,166,1.57,0.28,0.0776,20,160,80,1440,16
40.39,81,2.38,0.5,0.0671,140,140,120,240,6
38.62,57,3.7,0.68,0.0642,160,120,200,780,5
40.79,76,2.62,0.54,0.0679,60,100,200,1020,11
38.01,75,2.26,0.51,0.0634,80,20,40,1320,14
57.8,130,2.08,0.44,0.0966,100,160,120,540,18
46.32,75,2.31,0.62,0.0778,140,20,20,300,8
32.67,80,1.81,0.41,0.0551,20,20,20,1200,8
34.37,80,2.21,0.43,0.058,200,60,120,420,13
44.9,65,3.11,0.69,0.076,180,60,20,420,8
47.58,95,1.91,0.5,0.0808,40,20,60,780,11
35.86,63,2.87,0.57,0.0611,180,40,40,1020,18
38.44,84,2.46,0.46,0.0656,140,140,40,240,7
33.31,91,1.98,0.37,0.057,200,160,40,180,8
35.62,67,2.54,0.53,0.0611,180,20,80,1020,23
35.62,67,2.54,0.53,0.0611,180,40,40,1020,21
33.17,65,2.64,0.51,0.0572,180,80,100,840,18
31.42,60,2.67,0.52,0.0542,180,20,20,1020,16
38.83,84,2.19,0.46,0.0671,140,140,120,240,7
38.5,77,2.34,0.5,0.0666,140,140,140,1140,23
34.66,79,2.02,0.44,0.06,120,40,40,1080,18
51.42,58,4.43,0.89,0.0891,160,20,40,780,7
42.15,86,2.27,0.49,0.0732,20,120,200,720,6
40.25,58,4.13,0.69,0.0701,160,120,160,1020,14
37.78,73,2.32,0.52,0.0659,140,40,20,480,11
34.86,59,3.02,0.59,0.0609,160,80,160,840,14
43.82,98,2.33,0.45,0.0767,140,40,200,360,11
52.01,84,3.22,0.62,0.0914,60,200,180,420,8
31.35,80,1.76,0.39,0.0551,20,20,20,960,8
50.52,102,2.07,0.5,0.089,80,200,20,1020,18
42.99,95,1.99,0.45,0.0762,80,100,40,1380,18
49.81,100,1.97,0.5,0.0884,20,20,60,600,9
36.62,57,3.7,0.64,0.065,160,40,40,840,3
34.09,63,2.55,0.54,0.0606,100,160,200,720,7
39.94,63,3.35,0.63,0.071,20,200,200,1080,3
33.7,60,2.68,0.56,0.06,160,180,100,780,11
41.25,69,2.63,0.6,0.0735,100,120,20,1380,14
32.04,66,2.26,0.49,0.0571,180,20,20,1200,21
37.19,137,1.67,0.27,0.0663,60,80,80,600,16
48.04,93,2.02,0.52,0.0857,60,120,20,1020,14
38.87,81,2.26,0.48,0.0694,140,100,180,240,6
48.95,81,2.76,0.6,0.0875,80,200,20,780,13
38.42,61,3.25,0.63,0.0687,100,200,200,840,6
30.18,61,2.51,0.49,0.0541,200,20,20,480,7
37.94,114,1.64,0.33,0.0681,40,60,60,1260,14
36.43,66,2.67,0.55,0.0654,180,160,80,1260,21
32.55,79,1.92,0.41,0.0585,20,20,40,840,5
33.43,100,1.83,0.33,0.0601,100,60,80,540,15
50.89,89,2.93,0.57,0.0916,40,80,180,420,5
39.03,72,2.59,0.54,0.0703,120,160,160,1080,16
42.3,141,1.64,0.3,0.0762,160,120,100,420,23
38.61,99,1.94,0.39,0.0697,80,140,80,1200,18
38.05,59,3.34,0.64,0.0689,140,180,200,1080,10
42.64,102,1.84,0.42,0.0776,180,200,20,120,6
61.26,134,2.11,0.46,0.1115,60,180,140,780,18
38.98,84,2.27,0.46,0.071,160,120,100,420,12
43.16,98,1.89,0.44,0.079,20,20,180,540,6
38.97,77,2.38,0.51,0.0714,80,160,120,1200,14
35.88,69,2.15,0.52,0.066,140,20,20,360,8
33.13,63,2.46,0.53,0.0617,140,160,140,840,12
36.97,58,3.28,0.64,0.0689,140,200,180,1440,11
30.6,67,2.14,0.46,0.0571,180,20,20,1200,23
40.07,109,1.63,0.37,0.0748,20,20,80,1320,11
40.07,109,1.63,0.37,0.0748,20,40,40,1320,11
45.96,96,1.86,0.48,0.0859,80,120,20,1020,17
42.89,99,1.82,0.43,0.0802,20,20,60,540,7
40.47,138,1.7,0.29,0.0757,160,100,80,420,21
44.96,109,1.91,0.41,0.0841,20,160,180,1200,11
29.45,77,1.83,0.38,0.0551,20,20,20,1260,7
29.28,70,2.11,0.42,0.0549,40,20,40,1320,7
38.8,92,1.8,0.42,0.0732,20,160,20,540,5
39.79,74,2.08,0.54,0.0753,120,20,20,660,13
38.64,75,2.43,0.52,0.0732,200,180,100,660,20
31.57,67,2.32,0.47,0.0599,180,200,20,1020,23
64.39,139,2.08,0.46,0.1222,80,200,180,420,13
36.04,85,1.86,0.42,0.0684,120,80,20,1020,23
34.81,81,1.91,0.43,0.0661,80,120,20,420,9
36.17,98,1.9,0.37,0.0689,80,80,120,1260,18
36.86,63,2.82,0.59,0.0704,140,200,140,960,14
37.16,75,2.48,0.5,0.0711,140,40,200,1320,23
37.16,75,2.48,0.5,0.0711,140,100,80,1320,21
44.11,103,1.81,0.43,0.0847,80,140,20,1140,20
37.23,59,3.36,0.63,0.0715,160,120,140,900,11
39.6,58,3.94,0.68,0.0762,160,140,160,1020,11
31.44,80,2.04,0.39,0.0605,100,200,40,780,14
43.91,64,3.71,0.69,0.0845,180,200,180,1260,20
34.8,99,1.72,0.35,0.0671,20,20,180,480,5
39.83,89,1.95,0.45,0.077,100,20,60,480,12
29.56,87,1.72,0.34,0.0573,60,80,40,660,11
32.81,65,2.35,0.5,0.0637,180,180,140,1380,23
31.24,64,2.44,0.49,0.0607,180,120,40,1140,19
52.95,75,4.27,0.71,0.1029,80,200,180,1380,14
40.81,116,1.85,0.35,0.0794,140,80,120,300,11
34.43,78,2.03,0.44,0.067,100,60,20,840,14
37.85,100,1.75,0.38,0.0737,200,200,20,120,7
34.04,59,3.11,0.58,0.0663,160,40,40,840,11
52.82,75,4.26,0.7,0.1029,80,200,180,1320,14
35.69,100,1.74,0.36,0.07,140,40,120,60,3
31.83,75,1.93,0.42,0.0625,20,20,20,780,4
34.07,132,1.46,0.26,0.0669,20,20,200,1020,12
46.32,114,1.97,0.41,0.0911,120,80,160,480,16
28.47,77,1.78,0.37,0.0561,20,20,20,1080,5
28.46,77,1.78,0.37,0.0562,20,20,20,1140,5
38.7,81,2.25,0.48,0.0765,60,100,180,780,11
39.78,106,1.64,0.38,0.0788,80,120,20,1020,23
39.59,61,3.33,0.65,0.0786,120,200,200,840,8
41.65,73,2.72,0.57,0.0827,100,180,140,1380,15
28.25,77,1.77,0.37,0.0561,20,20,20,1200,5
54.82,107,2.07,0.51,0.1091,80,160,20,840,17
43.08,73,2.83,0.59,0.0861,100,180,200,1140,14
40.75,107,1.62,0.38,0.0818,20,40,60,480,6
43.08,112,2.04,0.38,0.087,140,40,180,540,18
31.79,81,1.75,0.39,0.0642,80,40,20,420,9
31.22,77,1.96,0.41,0.0632,80,20,40,1260,14
41.41,83,2.35,0.5,0.0839,20,180,120,540,4
46.9,91,2.46,0.52,0.0952,160,160,120,420,13
40.27,98,1.98,0.41,0.0818,140,120,120,540,16
32.04,93,1.72,0.34,0.0651,100,160,100,1200,19
35.96,82,1.96,0.44,0.0732,140,40,20,360,10
39.12,99,1.97,0.4,0.08,40,200,60,1200,12
36.06,113,1.62,0.32,0.0738,100,160,140,240,8
42.8,116,1.72,0.37,0.0876,60,100,40,1260,18
44.51,72,3.21,0.62,0.0911,40,200,140,1020,9
27.53,77,1.73,0.36,0.0565,20,20,20,1020,5
31.42,94,1.61,0.33,0.0646,20,80,20,1200,10
38.04,66,2.8,0.58,0.0784,200,200,100,660,17
46.07,150,1.66,0.31,0.095,100,200,60,480,19
36.25,85,1.86,0.43,0.0748,140,40,40,420,11
38.32,100,2.04,0.38,0.0791,40,40,180,420,7
35.92,126,1.61,0.29,0.0747,60,80,140,960,23
27.24,77,1.72,0.35,0.0567,20,20,20,960,5
54.24,78,4.18,0.7,0.1131,100,200,200,840,14
28.66,82,1.74,0.35,0.06,20,20,40,780,5
34.85,87,2.06,0.4,0.073,60,40,140,1380,14
45.36,109,1.76,0.42,0.0951,20,120,20,1140,11
29.92,82,1.7,0.36,0.0628,20,20,20,1200,9
29.59,97,1.71,0.31,0.0623,100,200,40,900,19
30.67,66,2.32,0.46,0.0646,20,20,200,420,2
32.94,93,1.77,0.35,0.0694,40,100,140,840,11
48.66,79,3.08,0.62,0.1029,80,200,180,1020,14
32.68,60,2.61,0.54,0.0696,160,140,200,180,2
26.41,78,1.68,0.34,0.0571,20,20,20,1020,7
26.41,78,1.68,0.34,0.0571,20,20,20,1020,6
31.46,123,1.48,0.26,0.0684,60,100,160,1080,20
36.52,87,1.8,0.42,0.0797,20,20,80,780,9
36.82,93,1.92,0.4,0.0804,80,80,160,480,11
44.32,78,2.81,0.57,0.0969,160,160,120,420,11
37.16,125,1.61,0.3,0.0814,20,160,80,480,9
47.48,91,2.11,0.52,0.1046,80,60,20,720,14
36.57,57,3.24,0.64,0.0808,160,180,200,780,5
36.57,57,3.24,0.64,0.0808,160,180,180,780,4
26.7,85,1.67,0.31,0.0596,120,20,40,1020,23
50.51,74,3.96,0.68,0.1131,100,200,200,840,13
38.18,105,1.84,0.36,0.0858,60,80,160,360,7
33.38,81,1.91,0.41,0.0762,60,40,40,780,11
34.41,65,2.47,0.53,0.0788,60,200,180,1260,6
44.72,85,2.42,0.53,0.1031,140,200,140,420,11
35.48,97,1.78,0.37,0.0818,60,100,180,780,13
34.85,62,2.81,0.56,0.0805,180,160,80,720,13
37.95,104,1.63,0.36,0.0877,60,100,20,1380,16
43.48,93,2.17,0.47,0.1007,60,200,140,360,5
28.91,94,1.61,0.31,0.067,100,100,160,1020,18
27.05,84,1.68,0.32,0.0628,20,20,40,720,5
33.37,61,2.53,0.55,0.0777,140,200,160,960,11
36.58,138,1.5,0.27,0.0856,20,100,160,1080,13
39.12,91,1.84,0.43,0.0916,140,20,140,420,12
39.9,93,2.05,0.43,0.0935,60,100,180,360,5
61.16,154,1.85,0.4,0.1443,40,200,140,960,21
45.31,151,1.6,0.3,0.1082,40,100,160,1080,21
23.83,88,1.57,0.27,0.057,40,20,40,1320,11
60.24,153,1.84,0.39,0.1443,40,200,140,960,19
33.88,84,1.8,0.4,0.082,20,20,80,780,6
37.8,60,2.97,0.63,0.0917,160,20,40,720,9
37.8,60,2.97,0.63,0.0917,160,20,40,720,8
43.18,181,1.45,0.24,0.1049,20,160,80,1440,18
32.76,90,1.71,0.36,0.0796,100,20,60,1320,18
32,100,1.55,0.32,0.0783,80,20,80,1080,18
31.66,72,1.92,0.44,0.0775,140,20,20,360,9
35.47,100,1.78,0.35,0.0873,80,140,100,1260,20
35.47,100,1.78,0.35,0.0873,80,140,100,1260,19
41.08,137,1.58,0.3,0.1019,20,100,180,1200,13
36.71,85,1.89,0.43,0.0916,140,20,140,420,11
29.29,75,1.94,0.39,0.0733,160,60,180,900,23
42.65,188,1.42,0.23,0.1068,20,160,80,1440,21
32.18,121,1.64,0.27,0.082,100,160,40,420,13
24.03,66,1.92,0.36,0.0615,20,20,20,420,2
38.31,114,1.68,0.34,0.0982,20,100,180,660,10
30.91,102,1.52,0.3,0.0793,80,80,20,1080,19
35.72,122,1.55,0.29,0.092,60,40,100,1260,23
30.53,98,1.59,0.31,0.0789,80,40,40,1320,18
30.67,132,1.37,0.23,0.0799,20,140,20,1020,12
44.29,119,1.74,0.37,0.1156,200,200,140,420,23
35.14,64,2.68,0.55,0.0918,160,120,160,720,14
27.62,93,1.57,0.3,0.0722,100,100,180,1200,19
21.58,67,1.75,0.32,0.0565,180,20,20,1020,23
37.11,67,2.58,0.55,0.0975,160,180,200,1080,18
41.12,151,1.52,0.27,0.1082,40,200,80,1140,21
38.39,160,1.47,0.24,0.1013,100,200,60,480,23
41.85,103,1.87,0.41,0.1111,140,200,140,420,14
25.61,86,1.63,0.3,0.0681,20,20,40,720,7
40.8,77,2.51,0.53,0.109,120,160,140,1380,20
31.05,98,1.59,0.32,0.0835,140,20,40,360,11
21.07,84,1.47,0.25,0.0571,60,80,20,420,8
29.69,64,2.21,0.46,0.0805,180,160,80,720,15
