Profit,Trades,Profit Factor,Expected Payoff,DD %,LAP0100,BrkOutPip0100,ChanFactor0100,AnalysisMin0100,HourEnd0100
44.62,57,5.06,0.78,0.0516,200,100,20,660,6
43.74,58,5.13,0.75,0.0506,120,20,200,1080,6
43.74,58,5.13,0.75,0.0506,120,200,20,1020,6
43.56,57,5.85,0.76,0.0504,180,200,200,840,9
43.56,57,5.85,0.76,0.0504,180,160,180,780,6
43.56,57,5.85,0.76,0.0504,180,100,140,780,6
43.56,57,5.85,0.76,0.0504,180,200,200,840,8
43.56,57,5.85,0.76,0.0504,180,80,100,840,8
43.56,57,5.85,0.76,0.0504,180,180,40,840,5
43.56,57,5.85,0.76,0.0504,180,80,100,840,6
43.56,57,5.85,0.76,0.0504,180,80,100,840,13
43.56,57,5.85,0.76,0.0504,180,200,200,840,5
43.56,57,5.85,0.76,0.0504,180,180,40,840,13
43.56,57,5.85,0.76,0.0504,180,80,100,840,11
43.12,62,3.78,0.7,0.0499,100,200,20,1080,8
42.51,61,3.69,0.7,0.0492,80,40,20,1200,6
43.19,60,4.07,0.72,0.05,120,180,20,720,6
46.38,76,2.58,0.61,0.0537,20,20,40,1320,5
46.38,76,2.58,0.61,0.0537,20,40,20,1320,5
62.68,77,7.98,0.81,0.0726,100,160,200,360,7
43.08,61,4.2,0.71,0.0499,40,20,180,1020,3
45.06,68,2.97,0.66,0.0522,100,20,40,1260,12
53.95,77,4.32,0.7,0.0625,20,180,200,1080,5
43.5,57,5.84,0.76,0.0504,200,100,80,1140,6
43.5,57,5.84,0.76,0.0504,200,100,160,1020,6
43.5,57,5.84,0.76,0.0504,200,100,140,720,6
43.5,57,5.84,0.76,0.0504,200,180,200,1260,5
43.5,57,5.84,0.76,0.0504,200,180,160,720,5
43.5,57,5.84,0.76,0.0504,200,160,160,1200,13
43.5,57,5.84,0.76,0.0504,200,80,160,1200,11
43.5,57,5.84,0.76,0.0504,200,180,200,1080,8
43.5,57,5.84,0.76,0.0504,200,160,100,1080,5
43.5,57,5.84,0.76,0.0504,200,200,160,1140,5
43.5,57,5.84,0.76,0.0504,200,200,40,1260,5
43.5,57,5.84,0.76,0.0504,200,200,160,1200,13
43.5,57,5.84,0.76,0.0504,200,160,100,1080,6
43.5,57,5.84,0.76,0.0504,200,200,160,1260,5
43.5,57,5.84,0.76,0.0504,200,160,100,1080,13
43.5,57,5.84,0.76,0.0504,200,120,160,1080,16
43.5,57,5.84,0.76,0.0504,200,200,60,1080,5
43.5,57,5.84,0.76,0.0504,200,200,160,1200,5
43.5,57,5.84,0.76,0.0504,200,40,160,1260,14
43.5,57,5.84,0.76,0.0504,200,160,100,1080,10
43.5,57,5.84,0.76,0.0504,200,120,160,1200,16
43.5,57,5.84,0.76,0.0504,200,80,160,1200,8
43.5,57,5.84,0.76,0.0504,200,100,180,1260,10
43.5,57,5.84,0.76,0.0504,200,200,160,1260,13
43.5,57,5.84,0.76,0.0504,200,60,200,960,13
43.5,57,5.84,0.76,0.0504,200,160,100,1080,7
42.62,60,4.39,0.71,0.0494,100,100,180,1200,6
42.62,60,4.39,0.71,0.0494,100,100,180,1140,5
42.61,66,3.71,0.65,0.0494,60,80,140,1380,8
44.76,58,4.81,0.77,0.0519,180,20,40,600,6
43.46,57,5.84,0.76,0.0504,180,140,60,900,5
43.46,57,5.84,0.76,0.0504,180,200,180,900,5
43.46,57,5.84,0.76,0.0504,180,180,100,900,6
43.46,57,5.84,0.76,0.0504,140,100,180,1200,6
43.46,57,5.84,0.76,0.0504,140,100,80,1200,6
43.46,57,5.84,0.76,0.0504,140,100,140,960,6
43.46,57,5.84,0.76,0.0504,140,120,200,1140,4
43.46,57,5.84,0.76,0.0504,140,180,160,1020,6
43.46,57,5.84,0.76,0.0504,140,40,200,960,3
53.96,77,2.79,0.7,0.0626,80,80,20,1200,14
44.73,68,3.13,0.66,0.0519,40,20,120,1320,5
43.43,57,5.84,0.76,0.0504,200,200,160,840,13
43.43,57,5.84,0.76,0.0504,200,100,140,840,14
43.43,57,5.84,0.76,0.0504,200,100,140,840,10
43.6,58,5.15,0.75,0.0506,60,60,60,1260,3
43.42,57,5.84,0.76,0.0504,160,80,120,1260,11
43.42,57,5.84,0.76,0.0504,160,40,180,1320,11
43.42,57,5.84,0.76,0.0504,160,120,100,1260,9
43.42,57,5.84,0.76,0.0504,160,40,180,1320,10
42.28,77,2.93,0.55,0.0491,140,40,200,840,17
50.11,71,4.44,0.71,0.0582,40,200,140,1020,8
43.39,57,5.83,0.76,0.0504,120,120,100,1440,4
43.39,57,5.83,0.76,0.0504,120,180,100,1440,5
43.39,57,5.83,0.76,0.0504,200,80,120,900,5
43.38,57,5.83,0.76,0.0504,180,160,200,1020,7
43.38,57,5.83,0.76,0.0504,180,200,200,1080,9
43.38,57,5.83,0.76,0.0504,180,100,100,1020,11
61.44,115,2.6,0.53,0.0714,60,100,200,1200,18
46.78,67,3.74,0.7,0.0544,120,20,200,1380,16
43.34,61,4.65,0.71,0.0504,140,40,180,1020,11
43.34,57,5.83,0.76,0.0504,200,160,40,1320,5
43.34,57,5.83,0.76,0.0504,200,200,180,1320,13
43.34,57,5.83,0.76,0.0504,200,40,180,1320,16
43.34,57,5.83,0.76,0.0504,200,160,40,1320,7
43.34,57,5.83,0.76,0.0504,200,200,180,1320,8
43.34,57,5.83,0.76,0.0504,200,160,40,1320,8
42.46,61,4.29,0.7,0.0494,100,160,60,1440,9
46.15,66,3.28,0.7,0.0537,140,20,40,660,12
43.31,57,5.82,0.76,0.0504,180,80,100,1320,11
43.31,57,5.82,0.76,0.0504,180,120,160,1380,11
43.31,57,5.82,0.76,0.0504,180,180,200,1320,13
43.31,57,5.82,0.76,0.0504,180,180,200,1320,6
43.31,57,5.82,0.76,0.0504,180,180,100,1320,6
43.31,57,5.82,0.76,0.0504,180,120,160,1380,12
43.31,57,5.82,0.76,0.0504,180,200,180,1320,5
43.31,57,5.82,0.76,0.0504,180,200,180,1320,11
43.31,57,5.82,0.76,0.0504,180,200,180,1440,5
43.31,57,5.82,0.76,0.0504,180,120,160,1380,9
43.31,57,5.82,0.76,0.0504,180,80,140,1320,10
43.31,57,5.82,0.76,0.0504,180,200,180,1320,6
43.31,57,5.82,0.76,0.0504,180,120,160,1380,8
43.3,57,5.82,0.76,0.0504,100,200,180,600,3
43.55,60,4.05,0.73,0.0507,100,20,160,1200,5
43.94,63,4.39,0.7,0.0512,20,100,200,1140,3
43.51,62,4.66,0.7,0.0507,200,180,40,960,20
43.25,57,5.82,0.76,0.0504,200,200,60,600,5
43.2,69,3.53,0.63,0.0504,100,200,40,660,11
44.37,57,4.86,0.78,0.0518,200,60,20,780,5
44.37,57,4.86,0.78,0.0518,200,60,20,780,11
44.19,71,2.81,0.62,0.0516,40,40,60,1320,9
41.78,64,3.5,0.65,0.0488,140,160,120,420,6
43.48,56,5.84,0.78,0.0508,180,120,40,1320,3
44.32,57,4.84,0.78,0.0518,180,20,60,1320,13
41.82,62,3.36,0.67,0.0489,100,20,20,780,7
43.1,57,5.8,0.76,0.0504,180,140,160,1200,13
43.1,57,5.8,0.76,0.0504,180,180,100,1200,6
54.74,82,2.88,0.67,0.0641,20,180,20,1200,9
42.4,61,4.3,0.7,0.0497,40,120,160,1200,3
43.33,59,5.1,0.73,0.0508,140,100,80,780,7
48.7,66,3.14,0.74,0.0571,140,20,20,780,14
43.98,57,4.99,0.77,0.0516,180,40,40,960,13
43.98,57,4.99,0.77,0.0516,180,40,40,1020,13
43.04,59,4.83,0.73,0.0505,140,140,80,1140,10
43.03,61,4.53,0.71,0.0505,140,80,100,960,11
49.16,61,4.41,0.81,0.0577,120,20,40,1020,9
42.33,62,3.72,0.68,0.0497,100,60,60,1260,8
42.31,58,4.43,0.73,0.0497,140,20,80,1440,8
46.13,76,2.56,0.61,0.0542,20,40,20,1380,5
44.33,67,3.07,0.66,0.0521,140,20,100,360,6
43.07,59,4.77,0.73,0.0507,80,200,60,480,3
49.14,84,3.09,0.58,0.0579,200,200,60,600,21
43.11,56,5.8,0.77,0.0508,160,160,120,1140,3
43.11,56,5.8,0.77,0.0508,180,160,80,720,4
54.9,77,3.29,0.71,0.0647,20,20,180,1440,6
43.02,76,2.62,0.57,0.0507,140,180,20,1020,19
45.86,77,2.53,0.6,0.0541,20,20,40,1320,6
43.74,57,4.98,0.77,0.0516,200,40,40,780,13
43.06,56,5.8,0.77,0.0508,180,200,20,1140,4
56.16,80,4.31,0.7,0.0663,20,200,200,1080,8
53.02,77,2.76,0.69,0.0626,80,80,20,1260,14
45.88,77,2.54,0.6,0.0542,20,40,20,1440,6
41.3,66,3.41,0.63,0.0488,60,100,200,1200,7
42.81,59,5.01,0.73,0.0506,180,200,40,360,4
42.3,64,4.15,0.66,0.05,60,180,40,1140,5
43.2,66,3.07,0.65,0.0511,140,40,40,660,12
43.36,57,5.15,0.76,0.0513,180,160,20,840,7
42.09,63,4.15,0.67,0.0498,40,40,180,540,3
42.74,59,4.7,0.72,0.0506,140,160,80,1080,9
41.71,60,4.09,0.7,0.0494,100,160,140,1200,5
41.78,66,3.57,0.63,0.0495,60,200,60,840,5
43.52,65,3.3,0.67,0.0516,160,80,40,1020,17
41.15,73,2.98,0.56,0.0488,60,60,160,1440,11
43.61,74,2.46,0.59,0.0519,60,80,20,1320,11
43.24,57,5.03,0.76,0.0515,180,200,20,720,5
55.73,81,3.01,0.69,0.0664,20,20,180,1320,9
49.18,70,4.37,0.7,0.0586,40,200,140,960,6
49.18,70,4.37,0.7,0.0586,40,200,140,960,7
41.93,60,3.83,0.7,0.05,100,180,20,1440,7
43.09,57,5.1,0.76,0.0514,160,20,160,720,4
42.57,56,5.74,0.76,0.0508,200,180,100,660,4
45.23,59,6.04,0.77,0.054,180,200,200,1440,16
42.87,59,4.3,0.73,0.0512,140,100,200,1320,11
42.02,64,3.5,0.66,0.0502,40,20,180,480,3
54.48,78,4.37,0.7,0.0651,80,180,100,660,11
42.99,57,5.06,0.75,0.0514,180,80,40,1440,10
43.21,68,3.58,0.64,0.0517,100,160,60,1440,13
48.88,75,3.42,0.65,0.0585,80,200,140,420,8
43.27,57,4.75,0.76,0.0518,180,20,60,1140,13
42.42,56,5.72,0.76,0.0508,160,100,160,1260,4
42.42,56,5.72,0.76,0.0508,180,180,100,900,4
42.07,61,3.96,0.69,0.0504,200,180,20,480,7
52.25,77,2.88,0.68,0.0626,20,140,20,1380,6
60.13,80,2.7,0.75,0.0721,120,20,60,480,12
42.35,56,5.72,0.76,0.0508,200,200,160,840,4
42.35,56,5.72,0.76,0.0508,200,200,180,1260,4
42.35,56,5.72,0.76,0.0508,200,200,160,1140,4
42.35,56,5.72,0.76,0.0508,200,80,100,840,4
42.35,56,5.72,0.76,0.0508,180,180,200,1320,3
42.35,56,5.72,0.76,0.0508,200,200,80,840,3
42.35,56,5.72,0.76,0.0508,200,200,200,1260,4
42.35,56,5.72,0.76,0.0508,180,200,40,660,4
45.43,73,2.5,0.62,0.0545,40,40,60,780,8
41.1,61,3.88,0.67,0.0494,100,160,80,1440,8
42.26,56,5.71,0.75,0.0508,200,180,200,480,4
42.26,56,5.71,0.75,0.0508,200,100,100,540,4
43.15,59,4.23,0.73,0.0519,180,20,40,600,7
58.1,140,1.96,0.42,0.0699,60,100,200,720,18
42.55,61,4.31,0.7,0.0512,120,120,160,1200,8
55.17,79,4.25,0.7,0.0664,20,200,200,1320,8
42.86,57,4.89,0.75,0.0516,180,80,20,1140,13
42.19,56,5.7,0.75,0.0508,200,200,180,1320,3
42.19,56,5.7,0.75,0.0508,200,40,180,1320,4
43.1,57,4.62,0.76,0.0519,180,20,80,840,8
50.9,69,3.94,0.74,0.0613,100,60,80,480,8
42.17,56,5.7,0.75,0.0508,200,200,60,600,4
42.17,56,5.7,0.75,0.0508,200,60,160,600,4
42.17,56,5.7,0.75,0.0508,20,100,180,1200,2
42.58,59,4.68,0.72,0.0513,180,160,80,720,9
42.33,58,5,0.73,0.051,140,100,80,1260,7
41.64,61,4.07,0.68,0.0502,140,140,80,1080,14
42.7,71,2.61,0.6,0.0515,80,40,20,1320,13
42.85,63,4.05,0.68,0.0517,20,180,140,1080,3
42.17,58,5.14,0.73,0.0509,120,100,60,1260,6
43.98,61,3.96,0.72,0.0531,200,100,20,1200,20
40.39,62,3.34,0.65,0.0488,60,80,20,1440,5
44.52,77,2.43,0.58,0.0538,20,20,40,1200,5
40.38,65,3.35,0.62,0.0488,60,100,200,1020,5
41.7,65,3.22,0.64,0.0504,100,200,20,1020,11
44.48,77,2.43,0.58,0.0538,20,20,40,1140,5
57.77,145,1.89,0.4,0.0699,60,100,200,720,20
41.89,66,2.98,0.63,0.0507,60,40,40,780,6
41.88,61,4.25,0.69,0.0507,140,40,160,1260,13
42.01,58,5.03,0.72,0.0509,140,40,180,1020,7
42.82,57,4.6,0.75,0.0519,200,80,20,1020,14
42.82,57,4.6,0.75,0.0519,200,80,20,1260,5
42.82,57,4.6,0.75,0.0519,200,100,20,1200,15
48.75,70,2.99,0.7,0.0591,140,20,120,540,11
41.38,61,4.22,0.68,0.0502,100,160,40,1320,9
42.36,59,4.6,0.72,0.0514,180,100,140,720,7
42.11,62,3.97,0.68,0.0511,80,80,160,480,4
42.56,57,4.73,0.75,0.0517,180,80,60,720,5
41.88,58,5.11,0.72,0.0509,180,100,60,1140,15
40.13,62,3.4,0.65,0.0488,120,160,120,540,5
40.78,60,3.72,0.68,0.0496,140,60,20,1440,14
42.42,57,4.8,0.74,0.0516,200,20,140,1020,5
42.42,57,4.8,0.74,0.0516,200,140,20,1260,13
42.42,57,4.8,0.74,0.0516,200,40,60,1140,16
42.42,57,4.8,0.74,0.0516,200,20,140,1140,8
41.43,64,3.59,0.65,0.0504,60,40,140,1380,6
42.32,74,3.05,0.57,0.0515,100,160,60,600,11
41.99,74,2.48,0.57,0.0511,60,80,40,1320,11
52,77,2.81,0.68,0.0633,80,120,20,1200,14
45.2,76,2.49,0.59,0.0551,20,60,20,1260,5
41.75,59,4.63,0.71,0.0509,100,200,60,480,4
40.02,65,3.27,0.62,0.0488,40,120,120,720,4
41.8,67,2.86,0.62,0.051,60,40,40,720,8
42.7,73,2.95,0.58,0.0521,80,200,80,1200,13
41.69,59,4.31,0.71,0.051,140,180,100,1080,11
42,57,4.96,0.74,0.0514,180,20,180,1080,13
44.33,77,2.46,0.58,0.0543,20,40,20,1380,6
42.19,67,2.88,0.63,0.0517,80,20,40,1320,11
40.96,61,3.79,0.67,0.0502,120,100,140,720,8
41.26,60,4.34,0.69,0.0506,100,140,60,900,5
52.08,81,2.69,0.64,0.0639,20,140,20,1380,9
50.77,109,1.89,0.47,0.0623,20,40,80,1200,11
50.77,109,1.89,0.47,0.0623,20,160,20,1200,11
47.99,88,2.7,0.55,0.0589,20,160,100,660,7
51.33,84,2.48,0.61,0.063,20,160,20,720,5
49.7,69,3.2,0.72,0.061,140,40,40,360,8
50.74,109,1.89,0.47,0.0623,20,40,80,1140,11
55.3,119,2.19,0.46,0.0679,60,100,200,1020,18
44.86,79,2.21,0.57,0.0551,20,20,20,1320,8
41.74,61,4.13,0.68,0.0513,120,120,180,1080,8
41.74,61,4.13,0.68,0.0513,120,120,180,1080,9
41.9,72,2.77,0.58,0.0515,140,20,180,1440,20
41.57,60,4.5,0.69,0.0511,180,180,40,840,17
41.7,57,4.99,0.73,0.0513,200,60,60,1320,10
41.7,57,4.99,0.73,0.0513,200,60,60,1320,13
41.7,57,4.99,0.73,0.0513,200,60,60,1320,11
42.18,57,4.54,0.74,0.0519,200,40,40,1320,8
42.18,57,4.54,0.74,0.0519,200,100,20,1320,13
42.64,86,2.5,0.5,0.0525,100,160,60,1140,17
41.22,55,5.59,0.75,0.0508,180,20,20,1440,1
41.22,55,5.59,0.75,0.0508,60,20,20,1440,2
41.22,55,5.59,0.75,0.0508,40,20,20,240,1
41.22,55,5.59,0.75,0.0508,20,200,40,60,1
41.22,55,5.59,0.75,0.0508,20,80,140,60,1
41.22,55,5.59,0.75,0.0508,20,20,20,1380,1
41.22,55,5.59,0.75,0.0508,20,20,200,120,1
41.22,55,5.59,0.75,0.0508,200,40,160,60,1
41.22,55,5.59,0.75,0.0508,20,20,40,420,1
41.22,55,5.59,0.75,0.0508,20,20,20,1080,1
41.22,55,5.59,0.75,0.0508,20,40,40,60,1
41.22,55,5.59,0.75,0.0508,40,20,160,60,1
41.22,55,5.59,0.75,0.0508,20,20,40,60,1
41.22,55,5.59,0.75,0.0508,20,20,20,420,1
41.22,55,5.59,0.75,0.0508,180,20,180,1440,1
41.22,55,5.59,0.75,0.0508,20,20,200,780,1
41.22,55,5.59,0.75,0.0508,20,20,180,240,1
41.22,55,5.59,0.75,0.0508,20,20,140,60,1
41.22,55,5.59,0.75,0.0508,40,20,20,1020,2
41.22,55,5.59,0.75,0.0508,20,20,40,120,1
41.22,55,5.59,0.75,0.0508,60,20,20,1020,2
41.22,55,5.59,0.75,0.0508,20,20,80,420,1
41.22,55,5.59,0.75,0.0508,20,20,180,60,1
41.22,55,5.59,0.75,0.0508,40,20,20,1440,2
41.22,55,5.59,0.75,0.0508,20,20,80,180,1
41.22,55,5.59,0.75,0.0508,20,40,20,480,1
41.22,55,5.59,0.75,0.0508,20,20,20,240,1
41.22,55,5.59,0.75,0.0508,180,200,20,60,1
41.22,55,5.59,0.75,0.0508,20,20,160,720,1
41.22,55,5.59,0.75,0.0508,20,40,20,120,1
41.22,55,5.59,0.75,0.0508,20,20,20,480,1
41.22,55,5.59,0.75,0.0508,60,20,20,1020,1
41.22,55,5.59,0.75,0.0508,20,20,20,1200,1
41.22,55,5.59,0.75,0.0508,20,40,20,60,1
41.22,55,5.59,0.75,0.0508,20,180,20,480,1
41.22,55,5.59,0.75,0.0508,20,20,40,300,1
41.22,55,5.59,0.75,0.0508,20,20,20,720,1
41.22,55,5.59,0.75,0.0508,20,20,40,1020,1
41.22,55,5.59,0.75,0.0508,20,20,80,1020,1
41.22,55,5.59,0.75,0.0508,20,20,200,960,1
41.22,55,5.59,0.75,0.0508,20,20,140,120,1
41.22,55,5.59,0.75,0.0508,20,20,20,780,1
41.22,55,5.59,0.75,0.0508,200,160,20,1440,1
41.22,55,5.59,0.75,0.0508,20,20,200,1440,1
41.22,55,5.59,0.75,0.0508,40,20,20,1020,1
41.22,55,5.59,0.75,0.0508,40,20,20,60,1
41.22,55,5.59,0.75,0.0508,20,20,200,300,1
41.22,55,5.59,0.75,0.0508,140,20,20,1020,2
41.22,55,5.59,0.75,0.0508,20,40,200,60,1
41.22,55,5.59,0.75,0.0508,20,20,20,120,1
41.22,55,5.59,0.75,0.0508,20,20,20,1260,1
41.22,55,5.59,0.75,0.0508,20,20,20,1140,1
41.22,55,5.59,0.75,0.0508,20,20,40,480,1
41.22,55,5.59,0.75,0.0508,20,20,200,60,1
41.22,55,5.59,0.75,0.0508,20,200,80,840,1
41.22,55,5.59,0.75,0.0508,60,140,180,480,2
41.22,55,5.59,0.75,0.0508,120,180,100,660,1
41.22,55,5.59,0.75,0.0508,200,200,160,1200,1
41.22,55,5.59,0.75,0.0508,160,100,60,960,2
41.22,55,5.59,0.75,0.0508,40,20,40,840,2
41.22,55,5.59,0.75,0.0508,60,180,40,960,2
41.22,55,5.59,0.75,0.0508,180,180,100,1200,1
41.22,55,5.59,0.75,0.0508,140,200,20,960,1
41.22,55,5.59,0.75,0.0508,20,160,80,1080,1
41.22,55,5.59,0.75,0.0508,80,80,100,960,2
41.22,55,5.59,0.75,0.0508,120,100,160,1080,1
41.22,55,5.59,0.75,0.0508,20,20,80,1320,1
41.22,55,5.59,0.75,0.0508,160,140,60,1260,2
41.22,55,5.59,0.75,0.0508,100,80,200,240,1
41.22,55,5.59,0.75,0.0508,160,120,180,1080,2
41.22,55,5.59,0.75,0.0508,100,160,140,1080,1
41.22,55,5.59,0.75,0.0508,20,60,20,960,1
41.22,55,5.59,0.75,0.0508,20,20,200,180,1
41.22,55,5.59,0.75,0.0508,180,20,180,1080,1
41.22,55,5.59,0.75,0.0508,100,60,20,840,2
41.22,55,5.59,0.75,0.0508,200,200,40,360,1
41.22,55,5.59,0.75,0.0508,160,200,160,1380,1
41.22,55,5.59,0.75,0.0508,80,100,60,720,1
41.22,55,5.59,0.75,0.0508,180,20,40,600,2
41.22,55,5.59,0.75,0.0508,80,80,200,1140,2
41.22,55,5.59,0.75,0.0508,20,20,80,840,1
41.22,55,5.59,0.75,0.0508,20,100,180,1200,1
41.22,55,5.59,0.75,0.0508,180,180,100,300,1
41.22,55,5.59,0.75,0.0508,180,20,20,1320,1
41.22,55,5.59,0.75,0.0508,20,80,100,180,1
41.22,55,5.59,0.75,0.0508,200,40,40,780,2
41.22,55,5.59,0.75,0.0508,200,100,100,540,1
41.22,55,5.59,0.75,0.0508,180,200,200,1440,1
41.22,55,5.59,0.75,0.0508,40,20,40,1140,2
41.22,55,5.59,0.75,0.0508,160,200,20,720,1
41.22,55,5.59,0.75,0.0508,100,160,200,360,1
41.22,55,5.59,0.75,0.0508,140,40,120,60,1
41.22,55,5.59,0.75,0.0508,100,160,120,840,2
41.22,55,5.59,0.75,0.0508,180,80,100,840,1
41.22,55,5.59,0.75,0.0508,20,20,20,60,1
41.22,55,5.59,0.75,0.0508,120,120,100,1440,1
41.22,55,5.59,0.75,0.0508,80,100,120,1380,1
41.22,55,5.59,0.75,0.0508,140,100,80,420,2
41.22,55,5.59,0.75,0.0508,20,20,20,1440,1
41.22,55,5.59,0.75,0.0508,200,60,60,1320,2
41.22,55,5.59,0.75,0.0508,100,100,180,1140,1
41.22,55,5.59,0.75,0.0508,200,200,200,1260,1
41.22,55,5.59,0.75,0.0508,200,180,100,660,1
41.22,55,5.59,0.75,0.0508,120,180,100,1440,1
41.22,55,5.59,0.75,0.0508,20,20,20,300,1
41.22,55,5.59,0.75,0.0508,20,20,20,1020,1
41.22,55,5.59,0.75,0.0508,20,20,20,360,1
41.22,55,5.59,0.75,0.0508,60,200,140,960,2
41.22,55,5.59,0.75,0.0508,100,140,200,780,2
41.22,55,5.59,0.75,0.0508,40,120,120,720,1
41.22,55,5.59,0.75,0.0508,80,100,160,1260,1
41.22,55,5.59,0.75,0.0508,160,200,20,720,2
41.22,55,5.59,0.75,0.0508,100,180,140,1380,2
41.22,55,5.59,0.75,0.0508,20,180,160,1380,1
41.22,55,5.59,0.75,0.0508,160,100,60,1140,2
41.22,55,5.59,0.75,0.0508,120,60,160,600,1
41.22,55,5.59,0.75,0.0508,80,80,120,1260,2
41.22,55,5.59,0.75,0.0508,160,140,60,1080,2
41.22,55,5.59,0.75,0.0508,140,40,120,840,1
41.22,55,5.59,0.75,0.0508,140,200,140,420,1
41.22,55,5.59,0.75,0.0508,120,180,100,120,1
41.22,55,5.59,0.75,0.0508,40,20,40,1320,1
41.22,55,5.59,0.75,0.0508,120,100,140,720,1
42.34,64,3.85,0.66,0.0522,100,160,60,1440,11
47.36,82,3.01,0.58,0.0584,200,200,60,600,19
39.57,65,3.12,0.61,0.0488,60,200,120,1380,7
41.08,62,3.98,0.66,0.0507,140,40,200,840,11
51.4,60,4.99,0.86,0.0635,120,40,20,1320,9
51.4,60,4.99,0.86,0.0635,120,20,40,1320,8
51.4,60,4.99,0.86,0.0635,120,20,40,1320,9
40.53,62,3.73,0.65,0.0501,100,160,60,1140,8
43.74,77,2.37,0.57,0.0541,20,40,20,1020,5
43.74,77,2.37,0.57,0.0541,20,20,40,1020,5
40.01,63,3.19,0.64,0.0495,80,20,40,1140,8
40.01,63,3.19,0.64,0.0495,80,40,20,1200,8
45.73,76,3.25,0.6,0.0566,100,80,140,360,6
42.42,60,4.02,0.71,0.0526,160,120,40,600,8
40.24,59,3.91,0.68,0.0499,60,80,20,1440,4
58.05,77,3.33,0.75,0.0721,80,140,20,1260,14
39.26,69,2.78,0.57,0.0488,120,120,180,420,8
43.99,82,2.14,0.54,0.0547,20,20,80,840,8
43.57,78,2.36,0.56,0.0542,20,40,20,1200,7
43.57,78,2.36,0.56,0.0542,20,20,40,1200,7
43.39,89,2.37,0.49,0.054,80,140,80,360,8
42.9,58,4.31,0.74,0.0534,160,140,20,840,8
43.53,78,2.35,0.56,0.0542,20,40,20,1140,7
42.7,58,4.43,0.74,0.0532,160,100,20,600,6
40.73,59,4.34,0.69,0.0508,140,100,80,840,7
50.1,75,2.75,0.67,0.0625,80,80,20,1320,14
43.34,72,2.7,0.6,0.0541,120,60,20,960,16
43.07,74,2.84,0.58,0.0538,40,120,200,720,8
40.44,65,3.43,0.62,0.0506,160,120,100,480,9
61.61,83,3.18,0.74,0.0771,80,140,20,720,13
40.34,70,2.96,0.58,0.0505,40,80,180,1080,6
45.32,76,3.19,0.6,0.0568,60,80,180,1020,11
43.94,81,2.38,0.54,0.0551,180,200,20,120,4
53.5,112,2.31,0.48,0.0671,40,80,180,480,10
55.33,76,2.76,0.73,0.0694,140,40,20,1320,23
41.12,64,3.14,0.64,0.0516,140,40,40,660,11
41.18,57,4.61,0.72,0.0517,180,40,120,840,11
40.89,71,3.14,0.58,0.0514,140,40,180,1380,18
40.14,70,2.95,0.57,0.0505,40,180,80,1260,6
42.5,103,2.21,0.41,0.0535,160,160,40,180,8
40.96,57,4.7,0.72,0.0516,180,120,40,1140,9
39.52,62,3.56,0.64,0.0498,60,100,160,1380,5
40.12,64,3.38,0.63,0.0506,200,160,80,420,10
40.17,60,3.84,0.67,0.0507,100,160,80,1140,5
40.4,60,4.21,0.67,0.051,100,60,100,1260,6
41.02,60,4.03,0.68,0.0518,180,20,180,1080,17
50.85,94,2.2,0.54,0.0644,20,160,20,1440,10
49.78,77,2.87,0.65,0.0631,140,140,20,1080,23
46.34,64,3.57,0.72,0.0588,120,20,40,1380,13
39.45,60,3.6,0.66,0.0501,140,20,80,1440,13
42.97,66,3.86,0.65,0.0546,200,100,100,540,12
41.31,85,2.46,0.49,0.0525,100,160,60,1260,17
44.18,79,2.17,0.56,0.0562,20,20,20,1380,8
38.82,63,3.26,0.62,0.0494,60,100,200,1320,5
40.47,63,3.85,0.64,0.0515,100,160,40,840,8
53.23,77,4.13,0.69,0.0678,20,200,200,1440,7
40.94,69,3.15,0.59,0.0522,100,100,100,1440,14
53.17,77,4.13,0.69,0.0678,20,200,200,1320,6
48.69,72,2.74,0.68,0.0621,140,40,20,360,9
49.91,76,3.82,0.66,0.0637,60,80,180,660,10
46.68,75,3.14,0.62,0.0596,200,200,160,660,20
45.25,113,1.97,0.4,0.0578,60,100,140,1440,18
39.75,56,4.8,0.71,0.0508,160,60,40,240,2
41.6,61,4.02,0.68,0.0532,120,200,120,1140,8
46.68,67,3.64,0.7,0.0597,160,80,40,660,14
38.99,64,3.02,0.61,0.0499,80,40,20,1140,9
53.27,75,4.29,0.71,0.0682,100,180,200,660,12
40.26,58,4.31,0.69,0.0516,140,100,160,1080,7
47.36,73,2.82,0.65,0.0607,140,20,60,480,11
38.93,64,3.01,0.61,0.0499,80,40,20,1200,9
40.24,60,4.09,0.67,0.0516,200,100,100,420,5
42.5,65,3.76,0.65,0.0545,160,160,100,1260,18
39.6,56,4.74,0.71,0.0508,20,20,20,1380,2
39.6,56,4.74,0.71,0.0508,20,20,20,1440,2
39.6,56,4.74,0.71,0.0508,20,20,20,1140,2
39.6,56,4.74,0.71,0.0508,20,20,20,1080,2
40.2,59,3.86,0.68,0.0516,140,140,180,1200,11
38.76,62,3.39,0.63,0.0498,60,100,180,1440,5
43.01,77,2.32,0.56,0.0553,20,60,20,960,5
45.77,75,2.6,0.61,0.0589,200,100,20,660,20
56.77,87,2.31,0.65,0.0731,120,20,60,480,13
42.48,64,3.91,0.66,0.0547,120,80,160,1380,14
39.29,61,3.78,0.64,0.0506,40,140,60,1440,3
